,efm,reaction,kcat,dq/dk,dlogq/dlogk
30,1325,r70,9.95e+01,9.06e-07,8.21e-05
0,1326,r22,3.59e+02,2.78e-06,2.36e-03
1,1326,r21,3.77e+01,6.36e-04,5.67e-02
2,1326,rr9,1.32e+01,3.17e-03,9.94e-02
3,1326,r80,7.10e+01,3.90e-04,6.54e-02
4,1326,r7rb,3.90e+02,4.37e-05,4.03e-02
5,1326,r24,1.08e+02,3.95e-06,1.01e-03
6,1326,r23r,3.26e+01,3.70e-05,2.85e-03
7,1326,r10c,1.10e+02,3.11e-06,8.11e-04
8,1326,r40,1.23e+02,4.15e-05,1.21e-02
9,1326,r14r,1.67e+01,5.26e-05,2.08e-03
10,1326,r2r,3.22e+02,8.73e-08,6.64e-05
11,1326,r28r,2.82e+02,1.89e-06,1.26e-03
12,1326,r27b,1.79e+02,1.06e-05,4.49e-03
13,1326,r7ra,2.33e+02,1.76e-04,9.69e-02
14,1326,r7rc,5.31e+01,3.86e-04,4.85e-02
15,1326,r13r,4.64e+01,2.91e-06,3.20e-04
16,1326,r61r,7.99e+01,7.45e-04,1.41e-01
17,1326,r10a,2.41e+02,6.52e-05,3.72e-02
18,1326,r1,1.04e+02,7.38e-04,1.82e-01
19,1326,r10b,4.10e+02,2.63e-05,2.55e-02
20,1326,r60,2.47e+02,5.80e-05,3.40e-02
21,1326,r94,1.00e+02,2.69e-04,6.38e-02
22,1326,r53r,1.39e+02,1.38e-04,4.54e-02
23,1326,r29r,2.11e+02,7.18e-07,3.58e-04
24,1326,r93,9.97e+01,8.03e-06,1.89e-03
25,1326,r8r,2.11e+02,6.78e-05,3.38e-02
26,1326,r12r,1.36e+03,1.28e-08,4.13e-05
27,1326,r11r,1.34e+02,2.46e-07,7.79e-05
28,1326,r95,1.00e+02,4.39e-06,1.04e-03
29,1326,r70,9.95e+01,1.18e-06,2.78e-04
0,1327,r22,3.59e+02,2.11e-06,1.83e-03
1,1327,r21,3.77e+01,6.54e-04,5.97e-02
2,1327,rr9,1.32e+01,2.80e-03,8.98e-02
3,1327,r7rb,3.90e+02,4.40e-05,4.16e-02
4,1327,r24,1.08e+02,2.71e-06,7.11e-04
5,1327,r23r,3.26e+01,3.26e-05,2.57e-03
6,1327,r10c,1.10e+02,1.93e-06,5.16e-04
7,1327,r40,1.23e+02,4.76e-05,1.42e-02
8,1327,r15r,7.53e+01,3.52e-06,6.42e-04
9,1327,r14r,1.67e+01,2.78e-05,1.13e-03
10,1327,r28r,2.82e+02,3.68e-06,2.51e-03
11,1327,r27b,1.79e+02,3.20e-05,1.39e-02
12,1327,r7ra,2.33e+02,1.84e-04,1.04e-01
13,1327,r7rc,5.31e+01,4.23e-04,5.44e-02
14,1327,r13r,4.64e+01,1.77e-06,1.99e-04
15,1327,r61r,7.99e+01,7.63e-04,1.48e-01
16,1327,r10a,2.41e+02,6.18e-05,3.61e-02
17,1327,r1,1.04e+02,7.27e-04,1.83e-01
18,1327,r10b,4.10e+02,2.36e-05,2.35e-02
19,1327,r60,2.47e+02,5.50e-05,3.30e-02
20,1327,r94,1.00e+02,3.14e-04,7.60e-02
21,1327,r53r,1.39e+02,2.07e-04,6.99e-02
22,1327,r29r,2.11e+02,1.76e-06,8.97e-04
23,1327,r93,9.97e+01,8.03e-06,1.94e-03
24,1327,r8r,2.11e+02,7.48e-05,3.82e-02
25,1327,r12r,1.36e+03,1.09e-08,3.61e-05
26,1327,r95,1.00e+02,8.09e-06,1.96e-03
27,1327,r70,9.95e+01,1.21e-06,2.92e-04
0,1329,r22,3.59e+02,3.68e-05,1.79e-02
1,1329,r21,3.77e+01,1.33e-03,6.77e-02
2,1329,r26r,8.92e+01,1.23e-04,1.48e-02
3,1329,r27,7.81e+01,3.95e-03,4.18e-01
4,1329,rr9,1.32e+01,5.01e-03,8.98e-02
5,1329,r7rb,3.90e+02,2.25e-05,1.19e-02
6,1329,r25,1.51e+02,3.01e-04,6.14e-02
7,1329,r24,1.08e+02,1.14e-04,1.68e-02
8,1329,r23r,3.26e+01,5.75e-04,2.54e-02
9,1329,r10c,1.10e+02,3.10e-06,4.62e-04
10,1329,r41,7.59e+01,1.28e-04,1.32e-02
11,1329,r40,1.23e+02,2.35e-04,3.93e-02
12,1329,r15r,7.53e+01,1.34e-05,1.37e-03
13,1329,r14r,1.67e+01,1.01e-04,2.29e-03
14,1329,r28r,2.82e+02,1.38e-05,5.27e-03
15,1329,r27b,1.79e+02,3.70e-04,8.99e-02
16,1329,r7ra,2.33e+02,9.82e-05,3.10e-02
17,1329,r7rc,5.31e+01,6.65e-05,4.78e-03
18,1329,r13r,4.64e+01,3.86e-06,2.42e-04
19,1329,r61r,7.99e+01,4.71e-04,5.10e-02
20,1329,r10a,2.41e+02,1.68e-05,5.47e-03
21,1329,r1,1.04e+02,1.26e-04,1.78e-02
22,1329,r10b,4.10e+02,7.87e-06,4.37e-03
23,1329,r60,2.47e+02,1.41e-05,4.74e-03
24,1329,r93,9.97e+01,8.03e-06,1.08e-03
25,1329,r8r,2.11e+02,1.38e-05,3.93e-03
26,1329,r12r,1.36e+03,2.28e-08,4.20e-05
27,1329,r70,9.95e+01,1.13e-06,1.52e-04
0,1330,r54ra,3.51e-01,3.66e+01,7.43e-01
1,1330,r22,3.59e+02,1.34e-06,2.78e-05
2,1330,r21,3.77e+01,4.74e-02,1.03e-01
3,1330,r54rb,3.24e+02,8.12e-04,1.52e-02
4,1330,r27,7.81e+01,1.78e-04,8.03e-04
5,1330,rr9,1.32e+01,3.27e-03,2.50e-03
6,1330,r7rb,3.90e+02,8.77e-04,1.98e-02
7,1330,r24,1.08e+02,4.85e-06,3.04e-05
8,1330,r23r,3.26e+01,2.35e-05,4.44e-05
9,1330,r10c,1.10e+02,9.71e-06,6.19e-05
10,1330,r40,1.23e+02,2.11e-05,1.50e-04
11,1330,r14r,1.67e+01,2.66e-04,2.58e-04
12,1330,r2r,3.22e+02,1.89e-07,3.52e-06
13,1330,r27b,1.79e+02,9.85e-06,1.02e-04
14,1330,r7ra,2.33e+02,2.54e-03,3.42e-02
15,1330,r7rc,5.31e+01,7.18e-04,2.21e-03
16,1330,r13r,4.64e+01,9.59e-06,2.57e-05
17,1330,r61r,7.99e+01,1.26e-02,5.82e-02
18,1330,r10a,2.41e+02,2.76e-04,3.84e-03
19,1330,r1,1.04e+02,1.28e-03,7.69e-03
20,1330,r10b,4.10e+02,1.24e-04,2.94e-03
21,1330,r60,2.47e+02,2.14e-04,3.07e-03
22,1330,r93,9.97e+01,8.03e-06,4.63e-05
23,1330,r8r,2.11e+02,1.69e-04,2.06e-03
24,1330,r12r,1.36e+03,4.69e-08,3.70e-06
25,1330,r11r,1.34e+02,6.93e-07,5.37e-06
26,1330,r70,9.95e+01,1.56e-06,8.97e-06
0,1331,r22,3.59e+02,2.12e-05,1.71e-02
1,1331,r21,3.77e+01,9.09e-04,7.70e-02
2,1331,r26r,8.92e+01,4.17e-05,8.37e-03
3,1331,rr9,1.32e+01,2.72e-03,8.10e-02
4,1331,r80,7.10e+01,3.15e-03,5.03e-01
5,1331,r7rb,3.90e+02,2.04e-05,1.79e-02
6,1331,r25,1.51e+02,1.36e-04,4.62e-02
7,1331,r24,1.08e+02,6.30e-05,1.54e-02
8,1331,r23r,3.26e+01,3.22e-04,2.36e-02
9,1331,r10c,1.10e+02,2.89e-06,7.15e-04
10,1331,r40,1.23e+02,1.25e-04,3.46e-02
11,1331,r15r,7.53e+01,7.75e-06,1.31e-03
12,1331,r14r,1.67e+01,5.79e-05,2.18e-03
13,1331,r7ra,2.33e+02,6.87e-05,3.60e-02
14,1331,r7rc,5.31e+01,7.71e-05,9.21e-03
15,1331,r13r,4.64e+01,3.26e-06,3.40e-04
16,1331,r61r,7.99e+01,3.55e-04,6.37e-02
17,1331,r10a,2.41e+02,1.49e-05,8.05e-03
18,1331,r1,1.04e+02,1.17e-04,2.73e-02
19,1331,r10b,4.10e+02,6.78e-06,6.24e-03
20,1331,r60,2.47e+02,1.25e-05,6.95e-03
21,1331,r93,9.97e+01,8.03e-06,1.80e-03
22,1331,r8r,2.11e+02,1.66e-05,7.87e-03
23,1331,r12r,1.36e+03,2.14e-08,6.56e-05
24,1331,r95,1.00e+02,1.93e-05,4.33e-03
25,1331,r70,9.95e+01,8.68e-07,1.94e-04
0,1339,r22,3.59e+02,2.29e-06,2.11e-03
1,1339,r21,3.77e+01,6.79e-04,6.58e-02
2,1339,r27,7.81e+01,3.29e-04,6.62e-02
3,1339,rr9,1.32e+01,2.11e-03,7.18e-02
4,1339,r7rb,3.90e+02,3.84e-05,3.85e-02
5,1339,r24,1.08e+02,3.33e-06,9.29e-04
6,1339,r23r,3.26e+01,3.34e-05,2.80e-03
7,1339,r10c,1.10e+02,3.03e-06,8.59e-04
8,1339,r40,1.23e+02,1.82e-05,5.78e-03
9,1339,r14r,1.67e+01,5.11e-05,2.20e-03
10,1339,r2r,3.22e+02,8.65e-08,7.16e-05
11,1339,r27b,1.79e+02,8.49e-05,3.92e-02
12,1339,r7ra,2.33e+02,1.56e-04,9.38e-02
13,1339,r7rc,5.31e+01,3.55e-04,4.85e-02
14,1339,r13r,4.64e+01,2.83e-06,3.37e-04
15,1339,r61r,7.99e+01,6.59e-04,1.35e-01
16,1339,r10a,2.41e+02,5.84e-05,3.62e-02
17,1339,r1,1.04e+02,6.68e-04,1.79e-01
18,1339,r10b,4.10e+02,2.32e-05,2.44e-02
19,1339,r60,2.47e+02,5.18e-05,3.30e-02
20,1339,r94,1.00e+02,2.60e-04,6.68e-02
21,1339,r53r,1.39e+02,1.41e-04,5.07e-02
22,1339,r93,9.97e+01,8.03e-06,2.06e-03
23,1339,r8r,2.11e+02,6.19e-05,3.36e-02
24,1339,r12r,1.36e+03,1.22e-08,4.26e-05
25,1339,r11r,1.34e+02,2.35e-07,8.08e-05
26,1339,r70,9.95e+01,1.18e-06,3.01e-04
0,12,r22,3.59e+02,1.22e-04,1.96e-02
1,12,r21,3.77e+01,3.91e-03,6.62e-02
2,12,r26r,8.92e+01,3.97e-04,1.59e-02
3,12,r27,7.81e+01,1.03e-02,3.62e-01
4,12,rr9,1.32e+01,1.95e-02,1.16e-01
5,12,r25,1.51e+02,9.74e-04,6.59e-02
6,12,r24,1.08e+02,4.10e-04,2.00e-02
7,12,r23r,3.26e+01,1.79e-03,2.62e-02
8,12,r10c,1.10e+02,8.91e-07,4.41e-05
9,12,r40,1.23e+02,6.30e-04,3.49e-02
10,12,r6r,7.84e+03,3.40e-06,1.20e-02
11,12,r5r,7.99e+00,4.70e-03,1.69e-02
12,12,r15r,7.53e+01,8.60e-05,2.91e-03
13,12,r2r,3.22e+02,3.20e-05,4.63e-03
14,12,r4,2.54e+01,1.74e-03,1.99e-02
15,12,r27b,1.79e+02,1.03e-03,8.31e-02
16,12,r61r,7.99e+01,1.68e-03,6.03e-02
17,12,r10a,2.41e+02,1.68e-04,1.82e-02
18,12,r1,1.04e+02,4.33e-04,2.02e-02
19,12,r10b,4.10e+02,7.96e-05,1.47e-02
20,12,r60,2.47e+02,1.48e-04,1.65e-02
21,12,r93,9.97e+01,8.03e-06,3.60e-04
22,12,r12r,1.36e+03,1.27e-07,7.76e-05
23,12,r11r,1.34e+02,1.44e-06,8.67e-05
24,12,r95,1.00e+02,5.33e-05,2.40e-03
25,12,r70,9.95e+01,5.31e-06,2.37e-04
0,129,r22,3.59e+02,3.89e-05,2.58e-02
1,129,r21,3.77e+01,1.05e-03,7.31e-02
2,129,r26r,8.92e+01,1.04e-04,1.72e-02
3,129,r27,7.81e+01,2.94e-03,4.24e-01
4,129,rr9,1.32e+01,2.54e-03,6.22e-02
5,129,r7rb,3.90e+02,1.27e-05,9.11e-03
6,129,r25,1.51e+02,2.47e-04,6.86e-02
7,129,r24,1.08e+02,9.20e-05,1.84e-02
8,129,r23r,3.26e+01,5.16e-04,3.11e-02
9,129,r10c,1.10e+02,8.39e-07,1.71e-04
10,129,r40,1.23e+02,3.54e-05,8.05e-03
11,129,r6r,7.84e+03,1.32e-08,1.91e-04
12,129,r5r,7.99e+00,1.98e-05,2.92e-04
13,129,r15r,7.53e+01,3.49e-05,4.84e-03
14,129,r4,2.54e+01,1.06e-05,4.98e-04
15,129,r28r,2.82e+02,1.64e-05,8.55e-03
16,129,r27b,1.79e+02,2.86e-04,9.45e-02
17,129,r7ra,2.33e+02,8.45e-05,3.64e-02
18,129,r7rc,5.31e+01,3.68e-05,3.61e-03
19,129,r61r,7.99e+01,3.75e-04,5.53e-02
20,129,r10a,2.41e+02,1.58e-05,7.01e-03
21,129,r1,1.04e+02,1.51e-04,2.90e-02
22,129,r10b,4.10e+02,7.42e-06,5.61e-03
23,129,r60,2.47e+02,1.38e-05,6.32e-03
24,129,r29r,2.11e+02,1.36e-05,5.30e-03
25,129,r93,9.97e+01,8.03e-06,1.48e-03
26,129,r8r,2.11e+02,6.38e-06,2.48e-03
27,129,r12r,1.36e+03,3.69e-08,9.28e-05
28,129,r11r,1.34e+02,5.81e-07,1.44e-04
29,129,r70,9.95e+01,2.12e-06,3.90e-04
0,1342,r54ra,3.51e-01,3.44e+01,7.43e-01
1,1342,r22,3.59e+02,1.34e-06,2.97e-05
2,1342,r21,3.77e+01,4.46e-02,1.03e-01
3,1342,r54rb,3.24e+02,7.63e-04,1.52e-02
4,1342,rr9,1.32e+01,3.12e-03,2.55e-03
5,1342,r80,7.10e+01,3.17e-04,1.38e-03
6,1342,r7rb,3.90e+02,8.25e-04,1.98e-02
7,1342,r24,1.08e+02,4.85e-06,3.24e-05
8,1342,r23r,3.26e+01,2.36e-05,4.73e-05
9,1342,r10c,1.10e+02,9.70e-06,6.58e-05
10,1342,r40,1.23e+02,2.12e-05,1.61e-04
11,1342,r14r,1.67e+01,2.66e-04,2.74e-04
12,1342,r2r,3.22e+02,1.89e-07,3.74e-06
13,1342,r7ra,2.33e+02,2.38e-03,3.42e-02
14,1342,r7rc,5.31e+01,6.79e-04,2.22e-03
15,1342,r13r,4.64e+01,9.58e-06,2.73e-05
16,1342,r61r,7.99e+01,1.19e-02,5.82e-02
17,1342,r10a,2.41e+02,2.60e-04,3.86e-03
18,1342,r1,1.04e+02,1.21e-03,7.72e-03
19,1342,r10b,4.10e+02,1.17e-04,2.95e-03
20,1342,r60,2.47e+02,2.02e-04,3.08e-03
21,1342,r93,9.97e+01,8.03e-06,4.92e-05
22,1342,r8r,2.11e+02,1.60e-04,2.07e-03
23,1342,r12r,1.36e+03,4.69e-08,3.93e-06
24,1342,r11r,1.34e+02,6.93e-07,5.71e-06
25,1342,r70,9.95e+01,1.56e-06,9.55e-06
0,1346,r91,1.00e+02,2.22e-05,6.75e-03
1,1346,r55b,5.88e+01,8.88e-05,1.58e-02
2,1346,r55a,9.13e+01,8.34e-05,2.31e-02
3,1346,r22,3.59e+02,2.49e-06,2.70e-03
4,1346,r21,3.77e+01,1.33e-03,1.52e-01
5,1346,rr9,1.32e+01,1.15e-03,4.61e-02
6,1346,r80,7.10e+01,2.34e-03,5.04e-01
7,1346,r7rb,3.90e+02,1.71e-05,2.02e-02
8,1346,r24,1.08e+02,5.71e-06,1.88e-03
9,1346,r23r,3.26e+01,3.20e-05,3.16e-03
10,1346,r10c,1.10e+02,4.48e-06,1.49e-03
11,1346,r40,1.23e+02,2.36e-05,8.83e-03
12,1346,r14r,1.67e+01,1.10e-04,5.60e-03
13,1346,r2r,3.22e+02,1.28e-07,1.25e-04
14,1346,r7ra,2.33e+02,6.19e-05,4.38e-02
15,1346,r7rc,5.31e+01,6.16e-05,9.92e-03
16,1346,r13r,4.64e+01,4.47e-06,6.27e-04
17,1346,r61r,7.99e+01,3.08e-04,7.46e-02
18,1346,r10a,2.41e+02,1.53e-05,1.12e-02
19,1346,r1,1.04e+02,1.22e-04,3.85e-02
20,1346,r10b,4.10e+02,7.08e-06,8.79e-03
21,1346,r60,2.47e+02,1.24e-05,9.32e-03
22,1346,r93,9.97e+01,8.03e-06,2.42e-03
23,1346,r8r,2.11e+02,1.26e-05,8.07e-03
24,1346,r12r,1.36e+03,2.23e-08,9.19e-05
25,1346,r11r,1.34e+02,3.89e-07,1.58e-04
26,1346,r70,9.95e+01,1.16e-06,3.49e-04
0,1347,r22,3.59e+02,2.62e-06,2.41e-03
1,1347,r21,3.77e+01,6.56e-04,6.34e-02
2,1347,rr9,1.32e+01,2.45e-03,8.34e-02
3,1347,r80,7.10e+01,6.14e-04,1.12e-01
4,1347,r7rb,3.90e+02,4.03e-05,4.04e-02
5,1347,r24,1.08e+02,4.17e-06,1.16e-03
6,1347,r23r,3.26e+01,3.51e-05,2.94e-03
7,1347,r10c,1.10e+02,3.24e-06,9.17e-04
8,1347,r40,1.23e+02,2.05e-05,6.47e-03
9,1347,r14r,1.67e+01,5.07e-05,2.18e-03
10,1347,r2r,3.22e+02,9.30e-08,7.68e-05
11,1347,r7ra,2.33e+02,1.54e-04,9.19e-02
12,1347,r7rc,5.31e+01,3.39e-04,4.62e-02
13,1347,r13r,4.64e+01,3.06e-06,3.64e-04
14,1347,r61r,7.99e+01,6.63e-04,1.36e-01
15,1347,r10a,2.41e+02,6.02e-05,3.72e-02
16,1347,r1,1.04e+02,6.66e-04,1.78e-01
17,1347,r10b,4.10e+02,2.46e-05,2.59e-02
18,1347,r60,2.47e+02,5.34e-05,3.39e-02
19,1347,r94,1.00e+02,2.35e-04,6.03e-02
20,1347,r53r,1.39e+02,1.14e-04,4.08e-02
21,1347,r93,9.97e+01,8.03e-06,2.05e-03
22,1347,r8r,2.11e+02,5.97e-05,3.23e-02
23,1347,r12r,1.36e+03,1.39e-08,4.86e-05
24,1347,r11r,1.34e+02,2.64e-07,9.07e-05
25,1347,r70,9.95e+01,1.24e-06,3.15e-04
0,1358,r22,3.59e+02,2.04e-05,1.64e-02
1,1358,r21,3.77e+01,8.41e-04,7.10e-02
2,1358,r26r,8.92e+01,6.04e-05,1.21e-02
3,1358,r27,7.81e+01,3.47e-04,6.07e-02
4,1358,rr9,1.32e+01,2.70e-03,8.00e-02
5,1358,r80,7.10e+01,3.02e-03,4.80e-01
6,1358,r7rb,3.90e+02,1.37e-05,1.20e-02
7,1358,r25,1.51e+02,1.46e-04,4.91e-02
8,1358,r24,1.08e+02,6.31e-05,1.53e-02
9,1358,r23r,3.26e+01,3.06e-04,2.23e-02
10,1358,r10c,1.10e+02,2.94e-06,7.24e-04
11,1358,r41,7.59e+01,9.10e-05,1.55e-02
12,1358,r40,1.23e+02,1.22e-04,3.37e-02
13,1358,r15r,7.53e+01,9.49e-06,1.60e-03
14,1358,r14r,1.67e+01,7.10e-05,2.66e-03
15,1358,r28r,2.82e+02,9.06e-06,5.72e-03
16,1358,r7ra,2.33e+02,5.11e-05,2.67e-02
17,1358,r7rc,5.31e+01,4.85e-05,5.76e-03
18,1358,r13r,4.64e+01,3.43e-06,3.56e-04
19,1358,r61r,7.99e+01,2.64e-04,4.71e-02
20,1358,r10a,2.41e+02,1.05e-05,5.65e-03
21,1358,r1,1.04e+02,8.17e-05,1.90e-02
22,1358,r10b,4.10e+02,4.83e-06,4.43e-03
23,1358,r60,2.47e+02,8.59e-06,4.76e-03
24,1358,r93,9.97e+01,8.03e-06,1.79e-03
25,1358,r8r,2.11e+02,1.03e-05,4.87e-03
26,1358,r12r,1.36e+03,2.17e-08,6.62e-05
27,1358,r70,9.95e+01,9.38e-07,2.09e-04
0,1361,r22,3.59e+02,8.09e-05,1.84e-02
1,1361,r21,3.77e+01,2.91e-03,6.94e-02
2,1361,r26r,8.92e+01,1.64e-04,9.28e-03
3,1361,rr9,1.32e+01,1.80e-02,1.51e-01
4,1361,r80,7.10e+01,7.14e-03,3.21e-01
5,1361,r7rb,3.90e+02,9.49e-05,2.34e-02
6,1361,r25,1.51e+02,5.14e-04,4.90e-02
7,1361,r24,1.08e+02,2.22e-04,1.53e-02
8,1361,r23r,3.26e+01,1.17e-03,2.42e-02
9,1361,r10c,1.10e+02,8.42e-07,5.87e-05
10,1361,r40,1.23e+02,8.28e-04,6.46e-02
11,1361,r15r,7.53e+01,1.71e-05,8.14e-04
12,1361,r2r,3.22e+02,2.65e-07,5.40e-05
13,1361,r28r,2.82e+02,3.07e-05,5.48e-03
14,1361,r27b,1.79e+02,1.21e-04,1.37e-02
15,1361,r7ra,2.33e+02,3.37e-04,4.98e-02
16,1361,r7rc,5.31e+01,4.11e-04,1.38e-02
17,1361,r61r,7.99e+01,1.65e-03,8.32e-02
18,1361,r10a,2.41e+02,6.63e-05,1.01e-02
19,1361,r1,1.04e+02,5.57e-04,3.66e-02
20,1361,r10b,4.10e+02,2.98e-05,7.72e-03
21,1361,r60,2.47e+02,5.94e-05,9.31e-03
22,1361,r29r,2.11e+02,4.10e-06,5.46e-04
23,1361,r93,9.97e+01,8.03e-06,5.07e-04
24,1361,r8r,2.11e+02,8.82e-05,1.18e-02
25,1361,r12r,1.36e+03,5.17e-08,4.45e-05
26,1361,r11r,1.34e+02,7.31e-07,6.20e-05
27,1361,r95,1.00e+02,1.66e-04,1.05e-02
28,1361,r70,9.95e+01,2.10e-06,1.32e-04
0,1363,r22,3.59e+02,3.83e-05,2.56e-02
1,1363,r21,3.77e+01,1.04e-03,7.30e-02
2,1363,r26r,8.92e+01,1.02e-04,1.70e-02
3,1363,r27,7.81e+01,2.92e-03,4.26e-01
4,1363,rr9,1.32e+01,2.48e-03,6.14e-02
5,1363,r7rb,3.90e+02,1.24e-05,9.05e-03
6,1363,r25,1.51e+02,2.42e-04,6.80e-02
7,1363,r24,1.08e+02,9.06e-05,1.83e-02
8,1363,r23r,3.26e+01,5.07e-04,3.09e-02
9,1363,r10c,1.10e+02,2.96e-06,6.08e-04
10,1363,r40,1.23e+02,3.52e-05,8.09e-03
11,1363,r15r,7.53e+01,1.75e-05,2.46e-03
12,1363,r14r,1.67e+01,1.32e-04,4.14e-03
13,1363,r28r,2.82e+02,1.62e-05,8.49e-03
14,1363,r27b,1.79e+02,2.83e-04,9.46e-02
15,1363,r7ra,2.33e+02,8.24e-05,3.59e-02
16,1363,r7rc,5.31e+01,3.73e-05,3.70e-03
17,1363,r13r,4.64e+01,3.85e-06,3.33e-04
18,1363,r61r,7.99e+01,3.70e-04,5.52e-02
19,1363,r10a,2.41e+02,1.57e-05,7.05e-03
20,1363,r1,1.04e+02,1.50e-04,2.91e-02
21,1363,r10b,4.10e+02,7.39e-06,5.65e-03
22,1363,r60,2.47e+02,1.31e-05,6.04e-03
23,1363,r29r,2.11e+02,1.34e-05,5.27e-03
24,1363,r93,9.97e+01,8.03e-06,1.49e-03
25,1363,r8r,2.11e+02,6.42e-06,2.52e-03
26,1363,r12r,1.36e+03,2.14e-08,5.43e-05
27,1363,r70,9.95e+01,1.52e-06,2.82e-04
0,1364,r22,3.59e+02,8.12e-05,1.84e-02
1,1364,r21,3.77e+01,2.93e-03,6.98e-02
2,1364,r26r,8.92e+01,1.65e-04,9.33e-03
3,1364,rr9,1.32e+01,1.81e-02,1.51e-01
4,1364,r80,7.10e+01,7.13e-03,3.20e-01
5,1364,r7rb,3.90e+02,9.42e-05,2.32e-02
6,1364,r25,1.51e+02,5.16e-04,4.91e-02
7,1364,r24,1.08e+02,2.23e-04,1.53e-02
8,1364,r23r,3.26e+01,1.18e-03,2.43e-02
9,1364,r40,1.23e+02,8.25e-04,6.42e-02
10,1364,r15r,7.53e+01,3.00e-05,1.43e-03
11,1364,r14r,1.67e+01,3.90e-05,4.12e-04
12,1364,r2r,3.22e+02,8.27e-07,1.68e-04
13,1364,r28r,2.82e+02,3.06e-05,5.44e-03
14,1364,r27b,1.79e+02,1.20e-04,1.36e-02
15,1364,r7ra,2.33e+02,3.32e-04,4.90e-02
16,1364,r7rc,5.31e+01,4.10e-04,1.38e-02
17,1364,r13r,4.64e+01,1.71e-05,5.01e-04
18,1364,r61r,7.99e+01,1.65e-03,8.35e-02
19,1364,r10a,2.41e+02,6.46e-05,9.83e-03
20,1364,r1,1.04e+02,5.64e-04,3.70e-02
21,1364,r10b,4.10e+02,2.89e-05,7.47e-03
22,1364,r60,2.47e+02,5.80e-05,9.07e-03
23,1364,r29r,2.11e+02,4.00e-06,5.32e-04
24,1364,r93,9.97e+01,8.03e-06,5.06e-04
25,1364,r8r,2.11e+02,8.81e-05,1.17e-02
26,1364,r12r,1.36e+03,1.70e-07,1.46e-04
27,1364,r11r,1.34e+02,2.91e-06,2.46e-04
28,1364,r95,1.00e+02,1.66e-04,1.05e-02
29,1364,r70,9.95e+01,5.24e-06,3.29e-04
0,1365,r91,1.00e+02,1.43e-04,7.80e-03
1,1365,r55b,5.88e+01,5.78e-04,1.86e-02
2,1365,r55a,9.13e+01,5.10e-04,2.54e-02
3,1365,r22,3.59e+02,3.87e-06,7.58e-04
4,1365,r21,3.77e+01,7.32e-03,1.51e-01
5,1365,r27,7.81e+01,4.47e-03,1.91e-01
6,1365,rr9,1.32e+01,1.87e-02,1.35e-01
7,1365,r7rb,3.90e+02,1.33e-04,2.83e-02
8,1365,r24,1.08e+02,7.10e-06,4.20e-04
9,1365,r23r,3.26e+01,4.16e-05,7.41e-04
10,1365,r10c,1.10e+02,8.41e-07,5.05e-05
11,1365,r40,1.23e+02,7.60e-04,5.10e-02
12,1365,r15r,7.53e+01,1.87e-05,7.70e-04
13,1365,r2r,3.22e+02,2.89e-07,5.08e-05
14,1365,r28r,2.82e+02,5.61e-05,8.62e-03
15,1365,r27b,1.79e+02,9.32e-04,9.11e-02
16,1365,r7ra,2.33e+02,5.04e-04,6.42e-02
17,1365,r7rc,5.31e+01,5.62e-04,1.63e-02
18,1365,r61r,7.99e+01,2.36e-03,1.03e-01
19,1365,r10a,2.41e+02,1.02e-04,1.34e-02
20,1365,r1,1.04e+02,8.68e-04,4.92e-02
21,1365,r10b,4.10e+02,4.64e-05,1.04e-02
22,1365,r60,2.47e+02,9.18e-05,1.24e-02
23,1365,r29r,2.11e+02,1.95e-05,2.24e-03
24,1365,r93,9.97e+01,8.03e-06,4.36e-04
25,1365,r8r,2.11e+02,1.18e-04,1.36e-02
26,1365,r12r,1.36e+03,5.74e-08,4.27e-05
27,1365,r11r,1.34e+02,7.88e-07,5.76e-05
28,1365,r95,1.00e+02,9.73e-05,5.31e-03
29,1365,r70,9.95e+01,2.91e-06,1.58e-04
0,1367,r91,1.00e+02,1.43e-04,7.81e-03
1,1367,r55b,5.88e+01,5.80e-04,1.86e-02
2,1367,r55a,9.13e+01,5.12e-04,2.55e-02
3,1367,r22,3.59e+02,3.89e-06,7.62e-04
4,1367,r21,3.77e+01,7.34e-03,1.51e-01
5,1367,r27,7.81e+01,4.45e-03,1.90e-01
6,1367,rr9,1.32e+01,1.86e-02,1.34e-01
7,1367,r7rb,3.90e+02,1.32e-04,2.81e-02
8,1367,r24,1.08e+02,7.14e-06,4.23e-04
9,1367,r23r,3.26e+01,4.17e-05,7.44e-04
10,1367,r40,1.23e+02,7.51e-04,5.06e-02
11,1367,r15r,7.53e+01,3.35e-05,1.38e-03
12,1367,r14r,1.67e+01,4.48e-05,4.10e-04
13,1367,r2r,3.22e+02,9.12e-07,1.60e-04
14,1367,r28r,2.82e+02,5.57e-05,8.57e-03
15,1367,r27b,1.79e+02,9.26e-04,9.07e-02
16,1367,r7ra,2.33e+02,4.97e-04,6.33e-02
17,1367,r7rc,5.31e+01,5.60e-04,1.63e-02
18,1367,r13r,4.64e+01,1.98e-05,5.02e-04
19,1367,r61r,7.99e+01,2.36e-03,1.03e-01
20,1367,r10a,2.41e+02,9.98e-05,1.31e-02
21,1367,r1,1.04e+02,8.73e-04,4.96e-02
22,1367,r10b,4.10e+02,4.51e-05,1.01e-02
23,1367,r60,2.47e+02,8.97e-05,1.21e-02
